uniprot_id,features
P29323,0.067053 0.387821 0.162600 -0.076520 -0.012786 -0.141504 -0.083706 0.157113 0.087893 -0.163878 0.222898 0.138637 0.190283 0.172867 0.219035 0.104835 0.215355 0.216700 0.155124 -0.154861 0.157792 -0.268313 0.018448 -0.090272 0.026570 0.115342 0.097058 0.141565 0.134661 0.062336 0.205018 0.296154 0.132408 0.145742 0.149172 -0.312965 -0.117823 -0.141718 0.175029 -0.131709 -0.112565 0.129386 0.176530 0.034780 0.168556 0.126303 0.061213 -0.108579 0.026388 0.132571 0.264498 -0.142741 0.084915 0.164022 0.126080 0.263263 0.153091 0.123760 -0.062518 -0.134511 0.149509 0.208522 0.152730 -0.049273
P29350,0.825438 1.310591 -0.535846 0.730395 1.116320 -0.744421 0.776017 -0.566231 -0.236809 0.335623 -0.198536 0.709469 -0.867668 -0.412421 -0.113744 -0.680080 1.497256 -0.153394 0.566859 0.594722 -0.315764 -0.101990 0.047577 0.593691 0.548733 -0.395978 0.909641 0.406904 -0.076108 0.503419 -0.217051 0.509004 -0.606618 -0.518862 0.677810 -1.799858 0.645807 0.445134 -0.498712 0.677392 0.611151 -0.610555 -0.495646 0.555589 2.000232 -0.538526 -0.863277 0.570616 0.961606 -0.659427 0.491647 0.857417 0.466802 -0.902541 -1.555128 -0.453229 -0.356264 -0.693473 0.825076 0.781946 0.749659 -0.399192 0.057340 1.750177
P29371,-0.407564 -0.142987 0.294156 -0.323938 -0.421588 0.145788 -0.406859 0.291102 0.356228 -0.374235 0.283490 -0.251782 0.264152 0.308450 0.307391 0.297577 -0.287375 0.310735 0.106462 -0.295163 0.294814 -0.299208 -0.352098 -0.328908 -0.455609 0.303375 -0.082146 0.103972 0.382753 -0.428303 0.307888 0.242767 0.288673 0.337543 0.087052 0.289136 -0.314765 -0.326160 0.313720 -0.329414 -0.321237 0.316175 0.422209 -0.286707 -0.344805 0.321831 0.287894 -0.317867 -0.333423 0.300222 -0.097520 -0.306867 -0.143848 0.411483 0.370723 0.409359 0.279549 0.314560 -0.415975 -0.324447 -0.238429 0.289355 -0.190683 -0.362210
P29372,0.248473 -0.047514 -0.014619 0.067328 0.034834 0.545900 0.087502 0.062172 -0.006042 0.115400 -0.068015 -0.030340 -0.167269 -0.083127 -0.139138 0.068209 -0.223345 -0.155043 -0.162891 0.054232 -0.026023 0.173188 0.132835 0.025294 0.093995 -0.038018 0.152923 -0.125833 -0.056133 0.101647 -0.091124 -0.225334 0.000348 -0.107167 0.179569 0.668139 -0.005432 0.055252 -0.071337 0.091173 0.061121 0.010086 -0.133717 -0.007596 0.088496 -0.024645 0.110947 0.084614 0.025962 0.090460 0.138249 0.008362 0.203576 -0.082823 0.029465 -0.069610 -0.011846 -0.060655 0.026638 0.086191 0.171494 -0.002476 0.147378 0.305661
P29373,-0.349469 -0.113742 0.271760 -0.298361 -0.375864 0.173728 -0.349150 0.274217 0.363553 -0.316560 0.257958 -0.224392 0.259563 0.287931 0.279824 0.272158 -0.254573 0.289315 0.100153 -0.260400 0.281296 -0.260158 -0.249320 -0.302399 -0.416099 0.280321 -0.070592 0.093159 0.367049 -0.380524 0.285642 0.227364 0.274671 0.313904 0.093580 0.284428 -0.281917 -0.297953 0.293260 -0.307286 -0.296262 0.296441 0.402584 -0.303362 -0.323301 0.298183 0.275554 -0.296250 -0.305862 0.277761 -0.088140 -0.286298 -0.127060 0.382496 0.368682 0.372831 0.255552 0.293470 -0.393398 -0.296229 -0.229181 0.262308 -0.212746 -0.308146
P29374,-0.130684 0.058212 0.127883 -0.149086 -0.216149 -0.057785 -0.116221 0.147083 0.126208 -0.030146 0.147434 -0.076056 0.188329 0.146721 0.127501 0.134346 -0.089060 0.188613 0.001163 -0.134291 0.160503 -0.138040 0.052264 -0.147986 -0.091741 0.119175 0.019376 0.129412 0.211856 -0.170018 0.165266 0.070938 0.145940 0.163528 0.122158 0.149468 -0.138544 -0.163290 0.217330 -0.178949 -0.149342 0.162247 0.152415 -0.150860 0.012517 0.155832 0.166993 -0.129406 -0.042560 0.116548 0.108544 -0.142594 -0.003252 0.200292 0.166899 0.273169 0.087943 0.187503 -0.075264 -0.157423 -0.019418 0.132718 0.013352 -0.245697
P29375,-0.188678 -0.072212 0.167081 -0.167683 -0.304906 0.115637 -0.266430 0.167141 0.234926 -0.230478 0.189539 -0.240087 0.316594 0.157190 0.171240 0.180256 -0.225614 0.181284 -0.051849 -0.157959 0.166730 -0.192030 -0.268971 -0.170810 -0.245728 0.150850 -0.114867 0.065772 0.360707 -0.365093 0.172900 0.200457 0.193954 0.177372 0.094490 0.380734 -0.167071 -0.204026 0.223300 -0.165251 -0.164739 0.181582 0.230847 -0.279239 -0.345297 0.164710 0.178072 -0.168928 -0.227982 0.145419 -0.093442 -0.184682 -0.160898 0.259647 0.234266 0.306500 0.097081 0.179364 -0.217221 -0.165497 -0.131396 0.176993 -0.066540 -0.330686
P29376,-0.297281 -0.123296 0.285806 -0.317377 -0.403900 0.234231 -0.405974 0.280075 0.327783 -0.349673 0.275382 -0.250757 0.306978 0.294892 0.298014 0.281069 -0.280717 0.320325 0.062034 -0.288838 0.291562 -0.322983 -0.309282 -0.318681 -0.383261 0.286697 -0.191363 0.059968 0.352051 -0.379786 0.290879 0.241317 0.264801 0.309887 0.041767 0.212542 -0.315542 -0.306584 0.317419 -0.301696 -0.325757 0.300968 0.372895 -0.326889 -0.258088 0.299640 0.259488 -0.305820 -0.320415 0.281721 -0.115007 -0.342675 -0.167529 0.348326 0.297044 0.342217 0.299737 0.296198 -0.411841 -0.324419 -0.247202 0.299236 -0.279568 -0.265473
P29401,1.893949 -0.078180 -0.768258 0.893328 1.564281 -0.069040 1.332973 -0.749938 -1.314038 1.302606 -1.105679 0.708656 -1.311151 -0.985507 -1.203494 -0.684645 0.829349 -1.339715 0.152204 1.193346 -1.056100 1.435132 1.292669 0.786741 1.310860 -0.962858 0.829422 -0.286168 -1.231232 1.795384 -1.244016 -1.610199 -0.796800 -1.173672 -0.173180 0.468420 0.924263 1.083274 -1.125614 1.059538 1.133280 -0.988701 -1.523599 1.224381 0.496562 -0.982044 -0.368757 1.030104 1.055237 -0.508329 0.619996 1.019517 1.133743 -1.389503 -1.097747 -1.702893 -0.809521 -0.966841 1.426939 1.045770 0.933874 -0.876277 0.726375 2.236501
P29460,-0.184724 0.046324 0.291043 -0.346829 -0.265913 -0.106307 -0.242658 0.297437 0.202429 -0.197521 0.301301 -0.039794 0.089668 0.303647 0.324772 0.303575 -0.092896 0.335171 0.190953 -0.326086 0.308764 -0.324069 -0.106744 -0.339615 -0.306865 0.302042 0.062287 0.189789 0.196188 -0.224242 0.320115 0.082921 0.295194 0.341649 0.188915 0.027212 -0.337619 -0.327113 0.325635 -0.337782 -0.336433 0.320854 0.298313 -0.076490 -0.066114 0.325803 0.288626 -0.329327 -0.151397 0.300572 0.090394 -0.357517 0.008161 0.247932 0.205814 0.228729 0.300823 0.330936 -0.262503 -0.345901 -0.044360 0.314523 -0.020289 -0.157615
P29466,0.230005 0.413471 0.017495 -0.001493 -0.031517 -0.302964 0.262893 0.072826 -0.136601 0.269262 0.091817 0.203000 0.072349 0.022461 0.050363 0.055990 0.409442 0.191333 -0.033886 -0.076628 0.081028 -0.068302 0.346597 -0.010513 0.304594 -0.034394 0.113208 0.266374 0.046706 0.148740 0.060378 -0.256107 0.080332 0.027106 0.293817 -0.432179 0.001232 -0.079283 0.129391 0.002340 -0.025443 0.037840 -0.062825 0.049425 0.570113 0.077581 0.049640 0.041180 0.249525 -0.016433 0.432008 -0.023696 0.213184 -0.113145 -0.245322 0.126159 0.046103 0.038358 0.249886 -0.025115 0.287935 0.090912 0.204754 0.196444
P29474,0.434674 0.529030 0.185025 -0.198798 0.213794 -0.449834 0.235246 0.201092 -0.150115 0.245688 0.207745 0.377099 -0.401809 0.174865 0.220157 0.166391 0.509153 0.212490 0.366455 -0.221129 0.205351 -0.301338 0.222750 -0.141744 0.273677 0.128016 0.391542 0.362837 -0.218590 0.222312 0.242600 -0.355211 0.174584 0.188306 0.333978 -0.469664 -0.186005 -0.173841 0.156135 -0.151194 -0.193745 0.148993 -0.042855 0.228705 0.445399 0.150633 0.152279 -0.172277 0.383498 0.137080 0.406852 -0.191418 0.379567 -0.141925 -0.198019 -0.267817 0.268919 0.139389 0.226655 -0.260093 0.256017 0.244023 0.463697 0.155384
P29475,-0.265334 -0.188731 -0.032734 0.131626 -0.117807 0.281424 -0.213521 -0.067163 0.476294 -0.348450 0.016126 0.068507 0.545895 -0.005232 0.031912 -0.061334 -0.117685 -0.051958 -0.157777 0.071937 -0.041993 0.023659 -0.235302 0.130711 -0.126507 -0.048753 -0.163115 -0.163550 0.501180 -0.249810 0.026728 0.629036 -0.028636 0.052801 -0.273296 0.208067 0.118937 0.062677 -0.011997 0.063269 0.094950 -0.033404 0.329259 -0.172193 -0.275259 -0.051830 -0.108120 0.073808 -0.247255 -0.040093 -0.253690 0.115323 -0.201713 0.510388 0.458374 0.220155 -0.016587 -0.012795 -0.009259 0.046892 -0.325014 -0.038480 -0.045732 -0.646991
P29590,-0.226921 -1.099782 -1.409525 1.543077 -0.198300 0.360271 -0.167997 -1.396065 -0.496918 -0.537930 -1.427989 -1.216557 0.930680 -1.559704 -1.421005 -1.323637 -0.881790 -1.204315 -2.238532 1.393993 -1.366790 1.462087 -0.346914 1.607249 0.122674 -1.549333 -1.122068 -1.624024 0.399730 -0.309521 -1.439618 0.824018 -1.356578 -1.553252 -1.211316 0.968752 1.418179 1.314112 -1.089248 1.451559 1.501372 -1.342774 -0.889008 -2.079868 0.527637 -1.508613 -1.416732 1.672371 -1.054509 -1.535442 -0.985124 1.567321 -1.315210 -0.754769 -0.345594 -0.003006 -1.519936 -1.474540 0.241118 1.419306 -1.145566 -1.325669 -1.294853 -0.458335
P29597,0.271732 0.270138 -0.068184 0.056210 0.370743 -0.572675 0.252698 -0.087027 -0.261080 0.129393 0.023268 0.223729 -0.561413 -0.040772 0.055323 -0.166404 0.720128 0.039399 0.374384 0.076060 0.020555 -0.222175 0.002470 0.074221 0.245117 -0.005834 0.310655 0.417878 -0.218629 0.142728 -0.016554 0.068277 -0.112728 -0.116857 0.184845 -0.767715 0.078458 0.057589 0.010926 0.082350 0.038182 -0.120233 -0.382597 0.194190 0.782797 -0.072791 -0.177170 0.069758 0.244022 -0.170095 0.221900 0.187258 0.258061 -0.560334 -0.767403 -0.373895 0.015929 -0.132858 0.306540 0.063354 0.265758 0.001547 -0.155826 0.761080
P29622,-0.244586 -0.045171 0.306253 -0.352536 -0.271976 0.046384 -0.293845 0.310637 0.223913 -0.194150 0.298457 -0.121349 0.143560 0.296177 0.308885 0.318277 -0.158393 0.330373 0.160591 -0.328217 0.311575 -0.322311 -0.142360 -0.343204 -0.302705 0.302347 -0.066954 0.164730 0.178599 -0.244196 0.317790 0.106377 0.300427 0.335277 0.163472 0.065886 -0.334141 -0.337311 0.318209 -0.343328 -0.322823 0.323700 0.316024 -0.152172 -0.112436 0.328399 0.304967 -0.334363 -0.142639 0.311342 0.061146 -0.376665 -0.079815 0.271452 0.258114 0.276852 0.310062 0.322455 -0.329459 -0.334423 -0.070174 0.301568 -0.094016 -0.253527
P29762,-0.441246 -0.232981 0.254946 -0.271534 -0.428723 0.331422 -0.438734 0.255001 0.474099 -0.405555 0.247452 -0.299040 0.390205 0.280216 0.264620 0.257228 -0.386038 0.268599 0.030562 -0.227448 0.261008 -0.231416 -0.378884 -0.293302 -0.501484 0.262548 -0.189572 0.029609 0.475643 -0.465449 0.273474 0.365046 0.263302 0.305674 0.023266 0.450198 -0.256535 -0.285412 0.287521 -0.287454 -0.271354 0.281329 0.465740 -0.410129 -0.460242 0.291365 0.266502 -0.280611 -0.381016 0.269572 -0.204740 -0.248862 -0.209699 0.487093 0.466773 0.491089 0.228938 0.285866 -0.466283 -0.261863 -0.297960 0.246387 -0.275330 -0.397212
P29972,0.113130 0.352602 0.187642 -0.066299 0.022840 0.057624 0.251176 0.181020 0.213123 -0.011821 0.226892 0.547020 0.202206 0.206052 0.218758 0.189511 0.249283 0.172579 0.130481 -0.205267 0.176231 -0.097127 0.401744 -0.119040 0.127388 0.204333 0.242739 0.145832 0.137433 0.148324 0.219743 0.167986 0.214867 0.218077 0.155835 -0.015743 -0.120348 -0.146215 0.108383 -0.167416 -0.156291 0.185301 0.172370 0.463095 0.159144 0.212462 0.157577 -0.183305 0.145485 0.227620 0.219694 -0.170682 0.357892 0.281734 0.310808 0.144954 0.235071 0.215708 0.122443 -0.100488 0.353362 0.124007 0.490569 -0.174329
P30041,-0.629989 -1.589741 -0.804726 1.035813 -0.420421 2.607711 -0.655447 -0.842603 0.853424 -0.869196 -1.244767 -1.720287 0.814595 -0.977382 -1.138372 -0.678465 -1.544148 -1.369515 -0.980047 1.230750 -1.023394 1.620092 -0.791443 0.904839 -0.514429 -0.842136 -0.763269 -1.598655 0.768637 -0.767120 -1.187500 0.914713 -0.939451 -1.108771 -1.078160 2.250793 1.006259 0.913205 -1.189984 1.137878 1.085946 -0.894272 0.096620 -1.384211 -1.605172 -1.044038 -0.760967 1.054359 -1.586615 -0.567859 -1.870933 1.140154 -1.029502 0.300533 0.830763 -0.025680 -0.876306 -1.063946 -0.836058 1.250377 -1.075542 -1.149167 -1.470505 -0.462451
P30043,0.005459 0.210072 0.367984 -0.430422 -0.209988 -0.265127 -0.162925 0.350728 -0.004984 -0.068151 0.347399 0.078717 -0.105551 0.334220 0.351385 0.378947 0.134724 0.376769 0.308688 -0.406630 0.360200 -0.424015 0.106591 -0.389055 -0.105633 0.353976 0.144458 0.286932 -0.041998 -0.097554 0.364327 -0.180050 0.336284 0.370178 0.284302 -0.206255 -0.406579 -0.374129 0.349818 -0.408823 -0.420758 0.377637 0.182893 0.048896 0.144250 0.368125 0.344268 -0.386343 -0.011948 0.359369 0.282175 -0.462229 0.135060 0.113031 0.082668 0.088180 0.377748 0.367869 -0.168340 -0.433770 0.079335 0.378143 0.114180 -0.047419
P30044,0.783654 0.766144 0.049266 0.158506 0.370066 0.122613 0.349987 0.021274 -0.337153 0.373408 -0.131396 0.363444 -0.786819 -0.022838 -0.186014 0.139331 0.676546 -0.249542 0.604738 0.108635 -0.095871 0.387405 0.938651 0.046735 0.492014 0.012801 1.065930 0.083643 -0.247088 0.519365 -0.159186 -0.612011 0.015651 -0.179851 0.646288 0.265483 0.137055 0.078357 -0.312252 0.170576 0.117539 -0.059816 -0.336355 0.728739 0.455286 -0.113636 0.118697 0.073070 0.474856 0.179303 0.432232 0.191071 0.750337 -0.500516 -0.224608 -0.487861 -0.002849 -0.154288 0.564425 0.248560 0.925965 -0.157405 0.893865 0.857762
P30049,0.122345 0.126938 0.144352 -0.042053 0.143799 0.259329 0.023794 0.098020 0.006399 0.106092 0.077986 0.173072 -0.137964 0.129818 0.084997 0.128563 0.367232 0.024329 0.327659 -0.105168 0.077588 0.080133 0.422917 -0.109266 -0.023477 0.132311 0.416867 0.140626 -0.088847 0.334738 0.060973 -0.016089 0.131208 0.072028 0.161389 0.208493 -0.082518 -0.058977 0.007042 -0.097964 -0.099669 0.080617 -0.061842 0.330509 0.032313 0.098569 0.194445 -0.108621 0.210059 0.196231 0.275972 -0.009098 0.410092 -0.027692 0.004913 -0.079002 0.124911 0.066466 0.168521 -0.056004 0.502615 0.031884 0.255715 0.231620
P30085,-0.394317 -0.232094 0.265771 -0.277586 -0.411064 0.347344 -0.436965 0.264975 0.418218 -0.416633 0.246248 -0.358274 0.346447 0.273420 0.267454 0.266387 -0.378177 0.264014 0.031990 -0.235360 0.254999 -0.232629 -0.398061 -0.286606 -0.458804 0.265737 -0.164825 0.049469 0.439687 -0.441300 0.262300 0.337249 0.271757 0.288842 0.056257 0.486655 -0.271808 -0.283230 0.295414 -0.289719 -0.263211 0.278144 0.416716 -0.402084 -0.486921 0.284437 0.282380 -0.282116 -0.359434 0.283554 -0.192605 -0.255880 -0.182132 0.415975 0.428849 0.445061 0.230568 0.278034 -0.454762 -0.264714 -0.267656 0.257913 -0.284822 -0.359176
P30086,0.180744 0.265896 0.057736 0.028154 0.153518 0.441571 0.401168 0.015596 0.002047 0.175849 -0.035152 0.214285 -0.019910 0.010381 -0.019246 0.031905 0.323254 -0.050269 0.147413 0.016777 0.003002 0.119890 0.293109 0.053307 0.250431 0.052077 0.442118 0.082537 -0.132524 0.295260 -0.033906 -0.160856 -0.014389 -0.059486 0.046401 -0.018959 -0.024032 0.062081 -0.035327 0.052314 0.100179 -0.023062 -0.027225 0.254129 -0.185161 0.015302 0.034134 0.009784 0.115623 0.049463 0.070509 0.089772 0.288089 -0.149374 0.068387 -0.195278 0.062970 -0.023683 0.201215 0.065558 0.449242 -0.007677 0.107257 0.288444
P30101,1.517578 1.142693 -0.331550 0.506364 1.493522 -0.263866 1.723306 -0.368463 -0.869115 1.895921 -0.399960 1.822502 -1.297056 -0.357415 -0.418128 -0.307512 1.267276 -0.561656 0.591637 0.337225 -0.412417 0.661940 1.839214 0.441455 1.443070 -0.411189 1.447468 0.331033 -1.500832 1.769835 -0.407116 -1.232207 -0.294236 -0.430684 0.556138 -1.292779 0.452034 0.498220 -0.661420 0.471206 0.524495 -0.394448 -0.910489 1.876728 1.378254 -0.347514 -0.307688 0.405154 1.503207 -0.164603 1.251084 0.376652 1.363201 -0.788422 -0.689061 -1.085449 -0.153844 -0.437937 1.502803 0.611461 1.926935 -0.444095 1.522218 1.232797
P30273,-0.179241 0.130402 0.295595 -0.312712 -0.267188 -0.073290 -0.263103 0.304064 0.203145 -0.252017 0.320972 0.000645 0.093092 0.311981 0.331532 0.281754 -0.060730 0.326773 0.256062 -0.313171 0.310191 -0.352145 -0.139644 -0.311053 -0.283358 0.299082 0.110124 0.195317 0.181190 -0.234128 0.330164 0.159659 0.286647 0.330213 0.220203 -0.043658 -0.326662 -0.316912 0.304440 -0.331858 -0.322101 0.306882 0.300599 -0.061002 -0.006612 0.308537 0.263410 -0.309089 -0.139360 0.307349 0.052847 -0.327053 0.035598 0.278306 0.210064 0.305653 0.299492 0.310915 -0.243468 -0.337403 -0.037377 0.300875 0.038583 -0.150785
P30291,-0.029969 -0.088752 0.005980 -0.010015 -0.139549 -0.065382 -0.109901 0.016889 0.070295 -0.144549 0.004322 -0.105460 0.221337 0.001782 -0.018618 -0.001293 -0.037425 0.050432 -0.075804 0.000508 0.026302 -0.012474 0.045109 -0.010865 -0.063384 0.011908 -0.105687 0.085232 0.187483 -0.063314 0.014137 0.098729 0.016004 0.002783 -0.046051 0.211268 0.001561 -0.015593 0.120946 -0.034574 -0.040395 0.007165 0.064644 -0.229513 -0.036954 0.022215 0.070719 -0.002059 -0.106827 -0.020739 -0.116448 0.019501 -0.091377 0.047574 0.022996 0.084089 -0.060224 0.047973 0.007102 -0.046141 -0.093269 -0.001102 -0.186309 -0.068539
P30405,0.442372 0.478356 0.073828 -0.050815 0.293716 -0.020731 0.258146 0.073086 -0.071377 0.219065 0.016764 0.375160 -0.563998 0.027787 -0.008760 0.082488 0.343284 -0.049648 0.387824 -0.011842 -0.008235 0.103416 0.306696 -0.058243 0.244139 0.056342 0.615849 0.239466 -0.060389 0.259349 -0.001788 -0.402036 0.059255 -0.002877 0.347763 0.115793 0.004797 -0.054241 -0.034882 -0.020807 -0.012741 0.055587 -0.089440 0.154403 0.179222 0.026684 0.139361 -0.064583 0.173086 0.111418 0.244794 -0.046515 0.464484 -0.268088 -0.098922 -0.373692 0.046417 0.033463 0.334298 0.007969 0.367441 0.038490 0.492774 0.316846
P30411,-0.323452 -0.003458 0.272078 -0.262984 -0.351797 0.144599 -0.312853 0.276957 0.392687 -0.329576 0.283718 -0.071548 0.278182 0.311670 0.315595 0.273593 -0.144762 0.300486 0.144394 -0.280731 0.298002 -0.247823 -0.269881 -0.275645 -0.371086 0.285780 0.089632 0.117913 0.385566 -0.309589 0.310457 0.248409 0.275818 0.333331 0.133681 0.218580 -0.268402 -0.273395 0.276405 -0.280485 -0.292504 0.293086 0.405478 -0.107485 -0.238606 0.287141 0.256066 -0.272140 -0.228522 0.288519 0.054356 -0.251088 -0.081080 0.436663 0.399129 0.394471 0.293525 0.293297 -0.283693 -0.302967 -0.147983 0.264552 0.009449 -0.327835
P30518,-0.014693 0.231236 0.283195 -0.341412 -0.116434 -0.219112 -0.132145 0.274970 0.068281 -0.107764 0.311008 0.063117 -0.061896 0.300988 0.307936 0.273880 0.159243 0.299322 0.236284 -0.331259 0.291223 -0.422535 -0.188946 -0.322301 -0.145278 0.288498 0.081202 0.198530 0.061907 -0.125631 0.295854 -0.098310 0.282426 0.294405 0.125914 -0.267092 -0.324824 -0.288776 0.305989 -0.300078 -0.372331 0.296419 0.187119 0.067577 0.033499 0.283231 0.248894 -0.338755 0.027317 0.252746 0.041893 -0.362520 0.069002 0.046883 0.021140 -0.063402 0.311013 0.306461 -0.073509 -0.363116 0.016216 0.313049 0.114332 -0.070785
P30520,-0.242952 -0.033170 0.274861 -0.197887 -0.363213 0.492559 -0.355763 0.227890 0.523652 -0.078339 0.219536 -0.340391 0.282830 0.258048 0.232937 0.287330 -0.449486 0.206979 0.070116 -0.150510 0.220406 -0.086221 -0.079864 -0.235714 -0.331018 0.294633 0.100022 -0.002669 0.216680 -0.036057 0.218157 0.262683 0.258978 0.227548 0.232819 0.749701 -0.253852 -0.200553 0.258427 -0.154608 -0.200606 0.248611 0.327246 -0.071364 -0.513723 0.226112 0.283434 -0.212425 0.034284 0.314738 -0.037414 -0.147889 0.474085 0.347296 0.347084 0.353955 0.299156 0.228113 -0.472257 -0.191402 0.140755 0.281809 -0.217798 -0.108027
P30530,-0.000178 0.282616 0.138281 -0.156585 -0.019063 -0.122752 -0.097080 0.152466 -0.044269 -0.021516 0.176244 0.246387 -0.091056 0.177508 0.214196 0.120991 0.229502 0.232641 0.215361 -0.148093 0.184655 -0.329541 -0.110108 -0.186864 -0.104839 0.146708 0.091566 0.183925 0.080257 -0.088768 0.201815 -0.023280 0.117523 0.169652 0.215916 -0.286692 -0.156555 -0.177817 0.154000 -0.168633 -0.168853 0.158408 0.112428 0.019770 0.232977 0.150879 0.120313 -0.144258 0.094880 0.114507 0.213017 -0.134886 0.007154 0.073812 -0.067604 0.055866 0.157451 0.151743 -0.049623 -0.157623 0.163526 0.171657 0.133762 0.068951
P30532,-0.107780 0.128455 0.355889 -0.427975 -0.262550 -0.227207 -0.191784 0.353628 0.108277 -0.099386 0.345140 0.004372 -0.053202 0.339562 0.368979 0.364906 -0.018026 0.381578 0.271864 -0.388403 0.364211 -0.423171 -0.018194 -0.391719 -0.225868 0.360004 0.161834 0.305457 0.062352 -0.167654 0.369976 -0.096861 0.331414 0.373760 0.265489 -0.104337 -0.414597 -0.384053 0.358980 -0.394126 -0.400995 0.366606 0.244791 0.003425 0.031004 0.367036 0.349402 -0.385091 -0.096442 0.351723 0.171689 -0.428665 0.144458 0.157950 0.114071 0.144568 0.368228 0.369396 -0.252654 -0.436507 -0.001899 0.372847 0.040032 -0.103880
P30536,-0.296297 -0.086516 0.275673 -0.261846 -0.331475 0.294792 -0.355972 0.272117 0.427910 -0.261051 0.266298 -0.100619 0.292084 0.291267 0.278617 0.277892 -0.172007 0.259311 0.134069 -0.237339 0.259617 -0.199519 -0.122140 -0.275768 -0.381515 0.279424 -0.025880 0.084284 0.361376 -0.278862 0.278042 0.254896 0.284023 0.299321 0.155750 0.396982 -0.256396 -0.262752 0.257120 -0.279035 -0.263571 0.290221 0.373618 -0.179820 -0.242114 0.291404 0.276480 -0.269082 -0.205980 0.294809 -0.027738 -0.230990 -0.048054 0.408349 0.370040 0.387115 0.280532 0.260892 -0.345735 -0.248996 -0.070244 0.251626 -0.115293 -0.209922
P30542,-0.354919 -0.002160 0.289841 -0.262913 -0.378695 0.068307 -0.294239 0.279442 0.311378 -0.288731 0.282841 -0.065331 0.260331 0.303549 0.300563 0.268413 -0.123923 0.295634 0.164100 -0.284491 0.292978 -0.267919 -0.260531 -0.267411 -0.327557 0.290652 0.081283 0.179404 0.327108 -0.339913 0.303130 0.163803 0.266604 0.321641 0.126109 0.140295 -0.273550 -0.290129 0.277592 -0.292747 -0.295659 0.295658 0.360973 -0.097218 -0.195029 0.286400 0.241223 -0.269453 -0.260289 0.289544 0.042333 -0.255619 -0.064219 0.416748 0.337913 0.379911 0.283356 0.282501 -0.305767 -0.308660 -0.133753 0.251182 -0.022411 -0.319650
P30556,-0.017840 0.595981 0.054547 0.052414 0.006043 -0.333680 0.267785 0.089238 0.206666 -0.067696 0.178330 0.669801 -0.014374 0.163128 0.208421 0.085078 0.410751 0.104130 0.273203 -0.163645 0.114041 -0.050422 0.205699 0.009606 -0.010312 0.127566 0.693963 0.139595 0.165028 0.322225 0.223703 0.235483 0.101761 0.209304 0.264635 -0.328100 -0.041053 -0.048906 0.010991 -0.035135 -0.050566 0.098032 0.159498 0.686433 0.474376 0.089182 -0.016974 -0.031449 0.197040 0.147403 0.414470 0.028829 0.446097 0.268302 0.228364 0.113064 0.179027 0.085971 0.355997 -0.086863 0.284440 0.080740 0.724009 -0.007441
P30559,-0.329764 -0.119919 0.319711 -0.368851 -0.389897 0.098215 -0.400516 0.318244 0.317119 -0.325012 0.305307 -0.237587 0.215107 0.325062 0.329316 0.327550 -0.259342 0.336985 0.131026 -0.328227 0.322215 -0.344491 -0.276242 -0.365807 -0.411712 0.327436 -0.101029 0.117404 0.315615 -0.365926 0.332844 0.174400 0.312636 0.354097 0.112746 0.222534 -0.354093 -0.351641 0.342091 -0.358750 -0.362167 0.343051 0.384000 -0.255091 -0.275711 0.344818 0.318111 -0.358023 -0.287375 0.323212 -0.066603 -0.373174 -0.094546 0.358892 0.319287 0.341459 0.314994 0.339428 -0.400360 -0.368344 -0.195161 0.329002 -0.172472 -0.306916
P30613,-0.419457 -0.214735 0.275050 -0.295009 -0.414322 0.287782 -0.442798 0.271219 0.444907 -0.396707 0.263431 -0.311167 0.373734 0.296284 0.282714 0.279845 -0.359113 0.280809 0.069275 -0.250480 0.274181 -0.250459 -0.389759 -0.308585 -0.476368 0.284941 -0.182130 0.053525 0.445992 -0.450545 0.280360 0.347941 0.281280 0.314493 0.035113 0.408563 -0.283995 -0.299450 0.304671 -0.298847 -0.286846 0.294406 0.455225 -0.365215 -0.462128 0.304901 0.282987 -0.299736 -0.364662 0.287195 -0.195848 -0.276279 -0.196079 0.457991 0.425987 0.459424 0.255990 0.295659 -0.461227 -0.282158 -0.271899 0.271891 -0.259998 -0.365667
P30626,0.225841 0.491767 0.213503 -0.244482 0.070379 -0.330326 0.086263 0.240470 -0.126477 0.078467 0.205823 0.339351 -0.413919 0.189860 0.221378 0.267221 0.414559 0.194678 0.360924 -0.274128 0.202436 -0.200800 0.394250 -0.240972 -0.018267 0.247183 0.489760 0.163979 -0.065820 0.351822 0.207066 -0.140089 0.205258 0.204478 0.293856 -0.210599 -0.252887 -0.176276 0.174768 -0.246813 -0.248125 0.224573 -0.046079 0.502574 0.510226 0.175596 0.251471 -0.267353 0.165532 0.266755 0.285900 -0.272664 0.438785 -0.224690 -0.042120 -0.262678 0.236202 0.189909 0.196588 -0.254014 0.387253 0.229984 0.392569 0.255635
