TargetID,DrugID,uniprot_id,DrugBankID
T74456,D00JAU,P30556,DB01029
T34234,D0G8OC,P11473,DB01070
T64591,D04FVU,P46098,DB00377
T64591,D00YLW,P46098,DB00757
T64591,D06GKN,P46098,DB00969
T53381,D09MWJ,P25100,DB00346
T53381,D0P9RF,P25100,DB01162
T44068,D04VMT,P08588,DB00489
T67162,D0B2UZ,P14416,DB00433
T67162,D01ZII,P14416,DB00477
T67684,D0BZ7W,P20309,DB01036
T79961,D0RG3O,P08912,DB00572
T53381,D03MIR,P25100,DB00590
T53024,D02XIY,P30874,DB00104
T67162,D03CJL,P14416,DB00450
T58992,D0CS2F,P41143,DB00836
T97613,D0AN7B,P48039,DB01065
T79961,D00NAX,P08912,DB00420
T66040,D0H3TD,P0AD65,DB01598
T82146,D0BM5G,P13631,DB00799
T40800,D07TGN,P05023,DB01078
T40800,D0AR3J,P05023,DB01092
T40800,D0V8TQ,P05023,DB01370
T76198,D0E3BH,P21731,DB01207
T62390,D0B3QM,P07101,DB00765
T58992,D04JHN,P41143,DB00327
T31204,D0W8SJ,P41595,DB00805
T67162,D0U1OE,P14416,DB00679
T67162,D03RZV,P14416,DB00797
T67162,D0X2DK,P14416,DB00925
T44068,D0L5FY,P08588,DB01214
T67162,D0H7KF,P14416,DB01224
T67162,D01AZG,P14416,DB00734
T40016,D0IT2G,P04150,DB01234
T83813,D05ZIK,P28335,DB00370
T44068,D07MOX,P08588,DB00368
T55959,D02PPN,Q01959,DB00422
T44068,D0F2PO,P08588,DB00960
T78709,D0U2OO,P08908,DB00490
T89534,D0Z5OE,P03372,DB00648
T39610,D0R4OM,P0DP23,DB00831
T39610,D0R4OM,P0DP25,DB00831
T83813,D0X7DE,P28335,DB01149
T27265,D0A9YA,P18405,DB01126
T27265,D0A9YA,P31213,DB01126
T27265,D08IWD,P18405,DB01216
T27265,D08IWD,P31213,DB01216
T96144,D0G9YH,P11388,DB00276
T96144,D0G9YH,Q02880,DB00276
T20178,D09QEI,P01375,DB00806
T79232,D0P4VX,P37288,DB02638
T44068,D03GCJ,P08588,DB00521
T44068,D04PHC,P08588,DB00668
T47768,D06AWE,P35372,DB00921
T67162,D0H3HM,P14416,DB01238
T67162,D0V3ZA,P14416,DB00320
T67162,D0R1JV,P14416,DB00246
T79591,D0S6JG,P10827,DB00279
T79591,D06RGG,P10827,DB00451
T44068,D05UVD,P08588,DB00373
T44068,D04JEE,P08588,DB00571
T11211,D0V9BD,P10275,DB01128
T47768,D0X3FX,P35372,DB01183
T92072,D0B3HD,P30542,DB00201
T77365,D0B3HD,P29274,DB00201
T67162,D02HED,P14416,DB00850
T89534,D07KSG,P03372,DB00675
T03917,D0M3QP,P05023,DB01396
T03917,D0M3QP,P13637,DB01396
T03917,D0M3QP,P05026,DB01396
T03917,D0M3QP,P54709,DB01396
T74500,D02FLB,Q9UK17,DB01390
T40800,D07NAJ,P05023,DB01161
T91480,D0B2GI,Q09428,DB00222
T91480,D0N5YA,Q09428,DB00912
T91480,D06OIV,Q09428,DB01124
T40111,D09UZO,P20839,DB01033
T97713,D09UZO,Q06203,DB01033
T66665,D08LFZ,P35354,DB00861
T25464,D06OMK,Q08209,DB00864
T40111,D0H3WI,P20839,DB00811
T38284,D0AZ3C,P11274,DB00619
T38284,D0AZ3C,P00519,DB00619
T57700,D0AZ3C,P10721,DB00619
T67162,D00HHS,P14416,DB00852
T89034,D05HXX,P00747,DB00302
T89034,D0FD0H,P00747,DB00513
T08922,D0D7LA,O00763,DB00331
T76685,D0P1FO,P21554,DB00470
T50066,D00CTS,P51788,DB01046
T28692,D05VIX,P06858,DB01241
T34234,D0N1TP,P11473,DB00910
T67162,D0T7OW,P14416,DB00988
T58992,D03DIG,P41143,DB00318
T79232,D0H3MG,P37288,DB00093
T59679,D0BD8D,Q13639,DB00604
T67162,D0O6IU,P14416,DB00388
T67162,D04EYC,P14416,DB00610
T67162,D0BA6T,P14416,DB00968
T67162,D0C1IW,P14416,DB01253
T67162,D0LG8E,P14416,DB01364
T75440,D0L9GG,P30536,DB00404
T75440,D09LDR,P30536,DB00842
T44068,D0J7RK,P08588,DB00841
T52522,D0M8RC,P07550,DB00871
T52522,D04KJO,P07550,DB00983
T52522,D0K5CB,P07550,DB01001
T52522,D0SS4P,P07550,DB01291
T52522,D07XYV,P07550,DB01408
T67162,D04EGX,P14416,DB00248
T67162,D04AAN,P14416,DB00933
T22118,D0R6BI,P21728,DB00800
T67162,D0X7KB,P14416,DB00589
T92076,D03YGR,P41180,DB01012
T03403,D0TG1H,P23219,DB00586
T03403,D0TG1H,P35354,DB00586
T03403,D02IHW,P23219,DB06802
T03403,D02IHW,P35354,DB06802
T22939,D07BSQ,P06401,DB00396
T53381,D0T4WA,P25100,DB09206
T72841,D0D2TN,P11474,DB00896
T03403,D0T8VY,P23219,DB06736
T03403,D0T8VY,P35354,DB06736
T56418,D0U3SY,Q9UM73,DB11363
T99089,D05ROI,P15056,DB08912
T89534,D02CTS,P03372,DB04938
T53381,D0S0AF,P25100,DB12230
T83011,D0S2UG,P27338,DB01037
T01777,D05IHU,P18825,DB06764
T01777,D03DVJ,P18825,DB06714
T53381,D0A7QN,P25100,DB09205
T03403,D00BDC,P23219,DB09285
T03403,D00BDC,P35354,DB09285
T30082,D0WY5Q,P22303,DB00989
T40800,D0M9BW,P05023,DB06697
T59328,D07YDE,P00533,DB00727
T40016,D0Y7JU,P04150,DB08906
T68547,D0E3SH,Q13547,DB06603
T11211,D06XMU,P10275,DB00624
T23145,D0M6DO,P05108,DB00357
T03403,D0GY5Z,P23219,DB00945
T03403,D0GY5Z,P35354,DB00945
T67162,D0L0MB,P14416,DB01063
T67162,D0I8LU,P14416,DB01624
T67162,D01QML,P14416,DB01038
T67162,D03ELL,P14416,DB06288
T73342,D0R5RR,P23921,DB00631
T73342,D0R5RR,P31350,DB00631
T73342,D0R5RR,Q7LG56,DB00631
T59328,D08CDI,P00533,DB01259
T14597,D08CDI,P04626,DB01259
T89534,D08QMX,P03372,DB00783
T22939,D02KIU,P06401,DB00294
T22939,D0R2KY,P06401,DB00823
T55959,D0M2MC,Q01959,DB00830
T20178,D0U7GK,P01375,DB01041
T64591,D0E1XL,P46098,DB01202
T40800,D06MQM,P05023,DB06708
T79961,D0VU8Q,P08912,DB12554
T85435,D07MEH,P06213,DB12518
T67162,D0P6UB,P14416,DB01577
T53585,D0GY5Z,P04035,DB00945
T53585,D07QFP,P04035,DB08880
T34429,D0R1JV,P36544,DB00246
T31391,D0NJ5H,P27487,DB06203
T84631,D0I5HF,P00742,DB06605
T96079,D0L5RW,P61073,DB06809
T62193,D07MUN,P20711,DB00165
T37046,D0G3SH,P53004,DB01586
T27265,D0E4WR,P18405,DB00548
T27265,D0E4WR,P31213,DB00548
T07806,D0T3KI,P28222,DB00952
T30082,D06IAQ,P22303,DB01122
T30082,D0K3LW,P22303,DB00772
T30082,D0B2OT,P22303,DB00677
T64591,D0K0KH,P46098,DB11699
T66665,D0L6DA,P35354,DB00580
T46456,D0S7WX,P48443,DB00162
T31391,D0L3DK,P27487,DB04876
T22939,D0V4WD,P06401,DB08867
T76685,D0O3OS,P21554,DB06155
T67162,D01SAT,P14416,DB01295
T67162,D0G1OZ,P14416,DB01365
T11211,D00YWP,P10275,DB13169
T11211,D0L2LS,P10275,DB01185
T11211,D0U3GL,P10275,DB00621
T74456,D0T7US,P30556,DB00876
T82577,D09HDR,P12821,DB01089
T82577,D05MFG,P12821,DB01348
T82577,D04GKO,P12821,DB01340
T00140,D06RCB,P09917,DB00711
T09423,D0P2YU,P78508,DB01252
T09423,D09FJB,P78508,DB00839
T09423,D0Z4SB,P78508,DB01067
T09423,D03JAA,P78508,DB01382
T09423,D00BCP,P78508,DB00672
T09423,D06HBQ,P78508,DB01251
T09423,D04NTJ,P78508,DB01289
T96144,D06GAM,P11388,DB04576
T96144,D06GAM,Q02880,DB04576
T96144,D07CPU,P11388,DB00817
T96144,D07CPU,Q02880,DB00817
T75440,D0P2CK,P30536,DB01215
T75440,D0W2NM,P30536,DB01544
T75440,D0R4DP,P30536,DB01559
T75440,D06ZII,P30536,DB00402
T75440,D06FWC,P30536,DB01567
T20178,D07XHO,P01375,DB12598
T83011,D0TV6I,P27338,DB06654
T44068,D06KYN,P08588,DB01102
T44068,D0W8SB,P08588,DB01359
T44068,D02YYF,P08588,DB01158
T44068,D0KD1U,P08588,DB01297
T44068,D0Z1UA,P08588,DB04861
T52522,D0D1DI,P07550,DB01274
T52522,D0X5NX,P07550,DB01407
T52522,D04XEG,P07550,DB01288
T52522,D0L5YV,P07550,DB00938
T39610,D0W7OE,P0DP23,DB01429
T39610,D0W7OE,P0DP25,DB01429
T75888,D00SBN,Q92523,DB01074
T75888,D0G8SQ,Q92523,DB00583
T07663,D0NJ3V,O76074,DB01113
T03403,D0G2MW,P23219,DB00159
T03403,D0G2MW,P35354,DB00159
T66665,D04YMH,P35354,DB01283
T66665,D00HGB,P35354,DB04552
T66665,D0S7VO,P35354,DB01600
T66665,D07VHR,P35354,DB00812
T53585,D03KIA,P04035,DB00439
T66665,D0IT2X,P35354,DB00821
T22118,D05AHE,P21728,DB00353
T67162,D09TPF,P14416,DB01618
T67162,D0U5FS,P14416,DB04842
T06455,D08SKH,P11509,DB00553
T96144,D07UXP,P11388,DB00827
T96144,D07UXP,Q02880,DB00827
T96144,D0R8ER,P11388,DB00467
T96144,D0R8ER,Q02880,DB00467
T96144,D04NXQ,P11388,DB00487
T96144,D04NXQ,Q02880,DB00487
T96144,D0Q0PR,P11388,DB01051
T96144,D0Q0PR,Q02880,DB01051
T59328,D07POC,P00533,DB00530
T89534,D0CT9Y,P03372,DB06735
T89534,D0J1ML,P03372,DB01357
T89534,D09ZQN,P03372,DB00890
T46628,D0H8VY,P55157,DB08827
T31391,D02EYG,P27487,DB08882
T76910,D0Y3KG,P49840,DB00313
T89534,D04UZT,P03372,DB04575
T89534,D09IPV,P03372,DB01406
T89534,D06NXY,P03372,DB00977
T89534,D0Z1FX,P03372,DB04573
T89534,D00ZFP,P03372,DB00655
T86528,D0BF8G,P14324,DB00282
T40016,D0IL7L,P04150,DB00635
T40016,D03HYX,P04150,DB00764
T40016,D0CW1P,P04150,DB00443
T40016,D0FM2P,P04150,DB00180
T40016,D0P0HT,P04150,DB00324
T89361,D07ESC,Q00534,DB05676
T85799,D07ESC,P11802,DB05676
T44068,D0I2MK,P08588,DB00264
T44068,D01UXC,P08588,DB00335
T44068,D0K3ZR,P08588,DB00612
T44068,D0HD9K,P08588,DB01193
T44068,D0X2MB,P08588,DB01580
T49526,D0H8FH,P51787,DB00808
T39716,D0M4YC,Q14524,DB00280
T39716,D0X0RI,Q14524,DB00379
T39716,D0P5GE,Q14524,DB00527
T39716,D07RGW,Q14524,DB00532
T39716,D04QLR,Q14524,DB00645
T39716,D04VPA,Q14524,DB00680
T39716,D06LYG,Q14524,DB00750
T39716,D05EPM,Q14524,DB00754
T39716,D0Q2ES,Q14524,DB00868
T68547,D0E7PQ,Q13547,DB02546
T31391,D0K9MY,P27487,DB06335
T39716,D0J5YC,Q14524,DB01320
T91480,D0M2MR,Q09428,DB01120
T74456,D0DD0K,P30556,DB00678
T74456,D0D5SQ,P30556,DB13919
T67162,D08VYV,P14416,DB01233
T94033,D09HVL,P00734,DB00006
T94444,D03GET,Q06278,DB00170
T53585,D02RQU,P04035,DB00175
T53585,D06WTZ,P04035,DB00227
T53585,D0H0ND,P04035,DB00641
T60693,D0P6VV,P41145,DB01209
T92777,D04ZTY,O43451,DB04878
T83011,D06OMW,P27338,DB01367
T79961,D0RD5W,P08912,DB00424
T79961,D0JY5S,P08912,DB00940
T79961,D0R1WR,P08912,DB00387
T79961,D0B1EV,P08912,DB00979
T79961,D06HLY,P08912,DB01085
T79961,D0ND2J,P08912,DB01148
T79961,D0FV3V,P08912,DB04843
T47094,D0S2UG,P25103,DB01037
T53585,D01QIN,P04035,DB01076
T53585,D0JE2E,P04035,DB01098
T30082,D0E6YQ,P22303,DB00382
T30082,D0R9VR,P22303,DB00674
T30082,D0S5LH,P22303,DB01010
T30082,D08USJ,P22303,DB01400
T68461,D00HNB,P12235,DB00720
T03661,D05GJW,P00813,DB00242
T03661,D0T3AD,P00813,DB00552
T03661,D0F2XQ,P00813,DB01073
T26623,D0Z5IU,P15121,DB00605
T52173,D00NKB,P37088,DB00384
T52173,D00NKB,P51168,DB00384
T52173,D00NKB,P51170,DB00384
T52173,D00NKB,P51172,DB00384
T83875,D01ZSO,P21397,DB01171
T83875,D0I2VK,P21397,DB01247
T83011,D0P9AC,P27338,DB00780
T83011,D0R0UJ,P27338,DB01626
T82577,D01STB,P12821,DB00178
T82577,D0X8KY,P12821,DB00492
T82577,D0M5OC,P12821,DB00519
T82577,D0U3EC,P12821,DB00542
T82577,D00SEB,P12821,DB00584
T82577,D00HDU,P12821,DB00691
T82577,D07HGR,P12821,DB00722
T82577,D0I7SZ,P12821,DB00881
T82577,D0I0EG,P12821,DB01197
T67684,D0L4YD,P20309,DB01591
T67684,D0Y5AM,P20309,DB00496
T67684,D0Q7ZQ,P20309,DB00202
T47768,D0G5QB,P35372,DB00802
T47768,D0X6HD,P35372,DB00913
T47768,D0J2TN,P35372,DB01081
T47768,D0GR0T,P35372,DB01433
T47768,D05PIZ,P35372,DB01227
T47768,D0D7KC,P35372,DB06274
T70967,D0B6CC,P43681,DB01116
T70967,D0IX1A,P43681,DB01090
T74312,D07NVU,P36888,DB06595
T47107,D07NVU,P05129,DB06595
T21678,D0MU9L,P06280,DB05018
T00140,D09JUG,P09917,DB00744
T62193,D0P7JZ,P20711,DB00190
T44068,D01JFT,P08588,DB00449
T25464,D0Z4UN,Q08209,DB00337
T61744,D02PWM,P27815,DB00651
T76904,D0Y7PG,P21964,DB00323
T76904,D0J1VY,P21964,DB00494
T88975,D03TYI,Q14432,DB01223
T07663,D05MQK,O76074,DB00820
T03403,D0D9JW,P23219,DB00465
T03403,D0D9JW,P35354,DB00465
T03403,D03XYW,P23219,DB00573
T03403,D03XYW,P35354,DB00573
T03403,D0M9DC,P23219,DB00991
T03403,D0M9DC,P35354,DB00991
T66665,D0W9WF,P35354,DB01009
T66040,D0M1VC,P0AD65,DB01163
T33193,D0K3DQ,P0AD68,DB00229
T33193,D06QCC,P0AD68,DB00267
T33193,D05UBX,P0AD68,DB00274
T33193,D00NJJ,P0AD68,DB00948
T33193,D0O5LU,P0AD68,DB04570
T86591,D00WCX,Q07869,DB01393
T36483,D0VA0I,P25116,DB09030
T41201,D02GIU,P16444,DB01597
T31391,D0U2JP,P27487,DB01261
T37847,D07XSN,P04293,DB00987
T96144,D07IPB,P11388,DB00385
T96144,D07IPB,Q02880,DB00385
T96144,D02KOF,P11388,DB00978
T96144,D02KOF,Q02880,DB00978
T59328,D09XZB,P00533,DB00317
T86528,D0PA5S,P14324,DB00884
T22939,D0F1UL,P06401,DB00378
T22939,D0BA9U,P06401,DB00367
T22939,D06CGB,P06401,DB00304
T22939,D09QZI,P06401,DB00957
T22939,D0GL7U,P06401,DB00717
T61622,D03SVX,P00797,DB09026
T61622,D0C2EP,P00797,DB00212
T75243,D0K3QS,P42345,DB01590
T63068,D07OIX,P02768,DB04711
T75243,D03LJR,P42345,DB00877
T42446,D0J0ZS,Q9UBS5,DB00996
T42446,D0J0ZS,O75899,DB00996
T19433,D0L9ZR,O60760,DB01058
T75440,D0Q9WO,P30536,DB01594
T75440,D0E7FS,P30536,DB00546
T75440,D0S1OE,P30536,DB01178
T20178,D0Q5NX,P01375,DB00480
T74456,D00NVX,P30556,DB01342
T74456,D0B9AO,P30556,DB01347
T74456,D0M7TO,P30556,DB01349
T34234,D0K5WS,P11473,DB00169
T17569,D05CPV,P22460,DB04855
T80975,D0R0FO,P35968,DB09078
T81900,D0M1IO,P14735,DB00626
T92777,D0D0ZD,O43451,DB00491
T60529,D0C4YC,P23219,DB00244
T60529,D07BPS,P23219,DB00870
T60529,D07HBX,P23219,DB00936
T60529,D0U1OM,P23219,DB00963
T95479,D0V0LB,P61278,DB00847
T16688,D07MGA,O75907,DB01094
T49493,D0Y3TM,P69905,DB01592
T95400,D0J7TM,P30273,DB00895
T13852,D07UHS,P21453,DB08868
T60529,D0Y0JH,P23219,DB01399
T66665,D0I6IB,P35354,DB00469
T66665,D03RTS,P35354,DB00482
T66665,D09MGR,P35354,DB01628
T29130,D05QDC,P40763,DB00459
T03917,D02OZE,P05023,DB00390
T03917,D02OZE,P13637,DB00390
T03917,D02OZE,P05026,DB00390
T03917,D02OZE,P54709,DB00390
T48873,D0J4JM,Q05940,DB00206
T48873,D09PJX,Q05940,DB04844
T14558,D05EAM,Q15661,DB00738
T74456,D0N6RF,P30556,DB00966
T11843,D02TJS,Q9BQB6,DB00266
T58921,D06XZW,P37231,DB00197
T66665,D05VLS,P35354,DB00533
T96144,D01UBX,P11388,DB11617
T96144,D01UBX,Q02880,DB11617
T60366,D0X7JR,P11926,DB06243
T52522,D03DJL,P07550,DB05039
T11843,D08FTG,Q9BQB6,DB00498
T11843,D0E3OF,Q9BQB6,DB00682
T11843,D0QV5T,Q9BQB6,DB00946
T11843,D05HFY,Q9BQB6,DB01418
T03403,D0U5QK,P23219,DB00316
T03403,D0U5QK,P35354,DB00316
T66665,D09BHB,P35354,DB00500
T66665,D0N1WU,P35354,DB00749
T66665,D05FTJ,P35354,DB00784
T66665,D0R1QE,P35354,DB01050
T95678,D02KRS,P06821,DB00915
T97713,D07QCE,Q06203,DB00993
T89360,D04FBR,P12268,DB00688
T28661,D0W9MM,Q13885,DB00570
T89534,D04VFJ,P03372,DB00539
T69506,D0T1XW,Q14994,DB00737
T12966,D0C4HG,P63316,DB00922
T83875,D09QDP,P21397,DB04017
T63068,D0B1FE,P02768,DB12610
T82577,D0N5HJ,P12821,DB09477
T44068,D0A6CQ,P08588,DB09351
T63505,D0OB0F,P00519,DB06616
T85943,D0OB0F,P12931,DB06616
T97947,D00GNJ,P25092,DB08890
T83813,D01JMC,P28335,DB04871
T62390,D0R1CR,P07101,DB00120
T62390,D01CRB,P07101,DB00135
T30082,D0O2WB,P22303,DB00545
T82577,D03KYG,P12821,DB00790
T03403,D08IFL,P23219,DB00939
T03403,D08IFL,P35354,DB00939
T96144,D07JGT,P11388,DB00779
T96144,D07JGT,Q02880,DB00779
T93783,D08HZC,P04608,DB00859
T10147,D00NNC,Q13332,DB01077
T55959,D04XPW,Q01959,DB00907
T79961,D0H5DU,P08912,DB00383
T79961,D0OK5I,P08912,DB00505
T40111,D0G5AG,P20839,DB12617
T67162,D0O6IZ,P14416,DB06711
T30653,D0K8KX,Q7L5N7,DB04216
T67162,D0W9ZF,P14416,DB09097
T32060,D0G6VL,P28223,DB12163
T23499,D0X5ZI,P25101,DB06403
T40954,D0A5SE,P47989,DB04854
T89534,D09NMD,P03372,DB06202
T75440,D07JVL,P30536,DB00829
T30082,D0NS6H,P22303,DB00843
T79961,D0TV9K,P08912,DB12278
T16156,D0W1DI,P40238,DB11995
T67162,D0H6QU,P14416,DB00714
T40016,D0D1SG,P04150,DB00860
T03403,D0UL2L,P23219,DB06725
T03403,D0UL2L,P35354,DB06725
T75440,D0D5GD,P30536,DB01205
T89534,D01XBA,P03372,DB00481
T53585,D03VFL,P04035,DB12647
T01777,D0AE3X,P18825,DB00484
T47768,D03SKD,P35372,DB00497
T00895,D0Y4AW,Q02156,DB00371
T11211,D0K0EK,P10275,DB01708
T89534,D0JY8T,P03372,DB06401
T01777,D06OFS,P18825,DB11738
T03403,D0Y7EM,P23219,DB07477
T03403,D0Y7EM,P35354,DB07477
T74312,D01XYJ,P36888,DB00495
T40016,D0Z4EI,P04150,DB00834
T67162,D07JWT,P14416,DB12710
T03403,D0LR4B,P23219,DB09212
T03403,D0LR4B,P35354,DB09212
T03403,D06YPU,P23219,DB09213
T03403,D06YPU,P35354,DB09213
T67162,D08HVR,P14416,DB01235
T66665,D0DJ1B,P35354,DB00788
T60529,D0DJ1B,P23219,DB00788
T66665,D05CKR,P35354,DB00461
T13201,D0C2II,P00915,DB00703
T66665,D0G7FJ,P35354,DB00814
T47768,D04JHN,P35372,DB00327
T38161,D01ZOG,P04083,DB06781
T53024,D0M2YE,P30874,DB06791
T82577,D0S0ES,P12821,DB11783
T67162,D0V7XF,P14416,DB12313
T89534,D0M5RF,P03372,DB11619
T44068,D06VFO,P08588,DB11785
T77365,D0XE1C,P29274,DB06213
T40474,D03ZBT,P08581,DB08865
T69128,D03ZBT,P08922,DB08865
T56418,D03ZBT,Q9UM73,DB08865
T11211,D0QK5X,P10275,DB08899
T87024,D09CGE,P05067,DB09149
T99089,D0Y9EW,P15056,DB08881
T55654,D0W7WC,P13569,DB08820
T55959,D02GJZ,Q01959,DB08824
T84631,D0KG3R,P00742,DB06228
T23172,D0EG1I,P52333,DB08895
T07663,D0Y5JC,O76074,DB06237
T34234,D0T2PL,P11473,DB00136
T75890,D05LEO,Q12882,DB00544
T83813,D0UA0I,P28335,DB13520
T07806,D0UA0I,P28222,DB13520
T84117,D0UA0I,P28566,DB13520
T31204,D0UA0I,P41595,DB13520
T32060,D0UA0I,P28223,DB13520
T60077,D0G3PI,P28702,DB00523
T13726,D0G3PI,P19793,DB00523
T61657,D0G3PI,P10826,DB00523
T46456,D0G3PI,P48443,DB00523
T72171,D0NR6S,P51681,DB04835
T35465,D0SV8E,P41440,DB00563
T67684,D0M6VK,P20309,DB11315
T67162,D07MEH,P14416,DB12518
T62184,D0ED7U,P30531,DB00906
T51452,D0D5GD,P47869,DB01205
T37382,D07AHW,Q9UHI7,DB00126
T39676,D0D7LA,Q96FL8,DB00331
T45299,D0FD0H,P00750,DB00513
T55922,D03ZFN,P17707,DB03754
T11211,D0R7JT,P10275,DB00687
T75498,D0AN7B,P16083,DB01065
T02001,D0NJ3V,Q08499,DB01113
T66350,D0X9RY,P51151,DB03793
T85733,D07XVN,Q02880,DB00380
T42822,D0OR2L,P22830,DB02659
T76369,D0OR2L,P23141,DB02659
T62276,D02WFK,Q05586,DB00260
T03691,D0RA5Q,P09960,DB03424
T67162,D02DPU,P14416,DB04599
T32060,D02DPU,P28223,DB04599
T11211,D0B2WJ,P10275,DB02266
T66665,D0B2WJ,P35354,DB02266
T60529,D0B2WJ,P23219,DB02266
T60857,D0B2WJ,P42330,DB02266
T69619,D03SKR,Q16853,DB00575
T48945,D05LEO,O14746,DB00544
T48945,D07VLY,O14746,DB00997
T33765,D0AZ3C,Q07820,DB00619
T63484,D0K0EK,P11413,DB01708
T59679,D04QSJ,Q13639,DB06480
T57680,D0A5FM,Q02108,DB00435
T57680,D0A5FM,Q02153,DB00435
T83011,D07PAO,P27338,DB01299
T30082,D06XWB,P22303,DB04864
T76414,D0I0DL,Q13224,DB08954
T44068,D0I8FI,P08588,DB01064
T52522,D02ZJI,P07550,DB13139
T45262,D0B9JO,P34998,DB06402
T58921,D0K8IX,P37231,DB11898
T67162,D02LCR,P14416,DB13025
T99641,D0A9KF,P00352,DB09116
T78709,D0K0VO,P08908,DB12661
T92609,D0U0VU,P35348,DB06207
T92609,D04DKH,P35348,DB12092
T00884,D0R1QE,P25024,DB01050
T56923,D0R1QE,P25025,DB01050
T22658,D0R1QE,P10145,DB01050
T88975,D0E0SW,Q14432,DB04880
T01777,D0E9PK,P18825,DB09242
T41580,D0E9PK,P18089,DB09242
T88975,D0L0ZF,Q14432,DB12082
T20251,D0L0ZF,Q12809,DB12082
T88975,D03VPC,Q14432,DB01166
T59102,D01PZD,P09619,DB06436
T47101,D01PZD,P11362,DB06436
T53524,D01PZD,P16234,DB06436
T57700,D01PZD,P10721,DB06436
T80975,D01PZD,P35968,DB06436
T80782,D01PZD,P17948,DB06436
T60631,D01PZD,P07949,DB06436
T32060,D0T6QX,P28223,DB09225
T13201,D07HBX,P00915,DB00936
T76685,D0T9TJ,P21554,DB01083
T74456,D0G6SE,P30556,DB11842
T09909,D0G6SE,P50052,DB11842
T47768,D07LCF,P35372,DB09049
T37693,D0L7AS,P34972,DB00486
T76685,D0L7AS,P21554,DB00486
T67849,D0J5VR,O00329,DB09054
T31309,D00PBX,P10415,DB11581
T50269,D0IG4I,P23415,DB11582
T55285,D0IG4I,P23415,DB11582
T55285,D0IG4I,O75311,DB11582
T55285,D0IG4I,P48167,DB11582
T08910,D0IG4I,P18507,DB11582
T73712,D0NF1U,P07148,DB13873
T56418,D04LVK,Q9UM73,DB09063
T79961,D00SLY,P08912,DB09076
T25005,D09KTS,Q06187,DB09053
T08910,D00VZZ,P18507,DB11859
T62431,D0V8HJ,P43405,DB12010
T92057,D06XXH,Q15303,DB11963
T14597,D06XXH,P04626,DB11963
T59328,D06XXH,P00533,DB11963
T47094,D0CF0Y,P25103,DB09291
T89529,D03IDU,P18031,DB11091
T31391,D0T8XB,P27487,DB12417
T66665,D06LHG,P35354,DB08981
T60529,D06LHG,P23219,DB08981
T53381,D0J5RN,P25100,DB06413
T48268,D0Q5MQ,P49286,DB09071
T97613,D0Q5MQ,P48039,DB09071
T42446,D01AJY,Q9UBS5,DB00181
T42446,D01AJY,O75899,DB00181
T60693,D02HWP,P41145,DB01243
T52522,D04UTT,P07550,DB09080
T52522,D0L0GM,P07550,DB09082
T27376,D00EEL,O14764,DB06554
T60529,D00IBN,P23219,DB00554
T52522,D00LFB,P07550,DB00867
T69485,D00OVU,O43614,DB09034
T38284,D00STL,P11274,DB04868
T38284,D00STL,P00519,DB04868
T03896,D00TLP,P26664,DB06290
T78709,D00USF,P08908,DB00656
T96144,D01DBQ,P11388,DB00444
T96144,D01DBQ,Q02880,DB00444
T60693,D01KQA,P41145,DB00844
T16156,D01PZD,P40238,DB06436
T30085,D01TNW,P31639,DB06292
T60529,D01WJL,P23219,DB00233
T66665,D01WJL,P35354,DB00233
T96144,D01XDL,P11388,DB01177
T96144,D01XDL,Q02880,DB01177
T92687,D01XNB,P51164,DB00338
T80975,D01ZRI,P35968,DB06626
T07806,D02DMQ,P28222,DB00216
T68066,D02JNM,P11474,DB01260
T68066,D02JNM,O95718,DB01260
T68066,D02JNM,P62508,DB01260
T09826,D02PMO,P11387,DB01030
T40016,D02QJH,P04150,DB00591
T97257,D02WCI,P01137,DB04951
T40016,D03BLF,P04150,DB00620
T89034,D03HYQ,P00747,DB00243
T27445,D03JSJ,P00956,DB00410
T75440,D03NPH,P30536,DB01589
T38301,D03UVS,P31350,DB00441
T80896,D03XOC,Q92731,DB01108
T51426,D03ZTE,Q96RI1,DB06777
T68066,D03ZZK,P11474,DB01047
T68066,D03ZZK,O95718,DB01047
T68066,D03ZZK,P62508,DB01047
T37847,D04AAW,P04293,DB00369
T23666,D01PZD,P35869,DB06436
T75440,D04BNP,P30536,DB00231
T22118,D04JCN,P21728,DB01186
T67162,D04JCN,P14416,DB01186
T08391,D04LKS,O60674,DB08877
T62460,D04LKS,P23458,DB08877
T68066,D04SFH,P11474,DB00253
T68066,D04SFH,O95718,DB00253
T68066,D04SFH,P62508,DB00253
T19693,D04UKC,Q02846,DB08931
T77009,D05BJD,P30044,DB05428
T83813,D05GKD,P28335,DB00193
T87023,D05LBU,P25105,DB00208
T91480,D05LYX,Q09428,DB01016
T92609,D05MBZ,P35348,DB00706
T92078,D05OFX,Q16555,DB06218
T40016,D05RXI,P04150,DB00769
T85799,D05SBO,P11802,DB12001
T89361,D05SBO,Q00534,DB12001
T44068,D05SHK,P08588,DB01203
T67162,D05XGO,P14416,DB06016
T30085,D06ALD,P31639,DB09038
T75440,D06BEP,P30536,DB00475
T07806,D06FPQ,P28222,DB00998
T86679,D06IAR,P29275,DB00640
T68066,D06IIB,P11474,DB06786
T68066,D06IIB,O95718,DB06786
T68066,D06IIB,P62508,DB06786
T68066,D06XHC,P11474,DB00288
