uniprot_id,seq_features
P51681,"0.403059,-0.048391,0.352463,-0.320419,0.153491,0.084933,-0.063943,0.008132,-0.059946,-0.248028,0.022544,0.371704,-0.111256,-0.415421,-0.168702,-0.360770,0.092981,0.172155,-0.441158,0.021160,-0.125956,0.110391,0.034955,0.143511,0.033066,0.017568,0.220766,0.099377,0.379354,-0.176642,-0.104533,-0.344668,0.502549,0.010552,-0.001637,-0.017471,-0.166638,-0.212258,-0.029092,-0.264903,0.328197,0.040139,0.035366,-0.317451,-0.020324,0.027014,-0.060806,-0.071414,-0.001736,-0.064590,-0.039294,0.407554,-0.106920,0.434413,0.013148,-0.055612,-0.544895,-0.055671,0.029130,-0.055560,-0.238878,0.273189,0.209897,0.200571"
P30874,"0.174218,0.094814,0.144867,-0.125866,0.118004,0.116833,0.080771,-0.097160,0.078182,-0.126989,0.094622,0.149623,-0.105107,-0.162001,-0.123894,-0.161235,-0.067988,0.122538,-0.137665,-0.094409,-0.112827,0.099033,0.106976,0.120349,-0.102565,-0.087052,0.135745,0.098418,0.112339,-0.120996,-0.118464,-0.152483,0.159810,-0.093991,0.101833,0.086847,-0.111086,-0.134047,0.095224,-0.126129,0.144828,-0.072496,0.109025,-0.125726,0.092313,0.091624,-0.103320,-0.102831,-0.107323,0.085283,0.070565,0.146852,-0.088735,0.123040,-0.099811,-0.115769,-0.134905,0.093360,0.097845,-0.097383,-0.140405,0.114703,0.118940,0.132044"
P0AD65,"0.173980,0.180413,0.165688,-0.186665,0.186346,0.178630,0.185414,-0.180274,0.188154,-0.165719,0.181785,0.177267,-0.186542,-0.167751,-0.185240,-0.162208,-0.183481,0.169048,-0.168564,-0.186065,-0.166030,0.183929,0.185440,0.181602,-0.179182,-0.188732,0.178015,0.185412,0.195250,-0.174639,-0.162688,-0.164673,0.161197,-0.182049,0.182856,0.182863,-0.181509,-0.176332,0.179676,-0.145360,0.185174,-0.187493,0.178855,-0.170425,0.183928,0.177317,-0.190124,-0.181882,-0.170237,0.182212,0.185909,0.173296,-0.184761,0.150910,-0.192385,-0.194668,-0.168578,0.179480,0.188691,-0.180336,-0.172170,0.192015,0.194220,0.181578"
P13631,"0.172990,0.066037,0.167530,-0.143442,0.095073,0.088614,0.032420,-0.054528,0.041726,-0.196345,0.021999,0.221320,-0.147427,-0.191095,-0.141114,-0.209296,0.020744,0.150037,-0.260799,-0.060669,-0.080523,0.133747,0.057679,0.132650,-0.039904,-0.066296,0.157512,0.118208,0.267323,-0.069581,-0.095728,-0.171825,0.298434,-0.073858,0.033152,0.046269,-0.087236,-0.178203,0.035704,-0.263023,0.183465,-0.131296,0.060898,-0.225737,0.100407,0.043131,-0.092105,-0.081778,-0.041917,0.049540,0.101037,0.173421,-0.153671,0.349026,-0.042760,-0.087598,-0.321662,0.046116,0.137802,-0.097120,-0.173963,0.236108,0.201646,0.110080"
P07101,"0.040311,-0.123290,0.028326,0.134937,-0.134058,-0.130472,-0.215323,0.121838,-0.285820,0.100428,-0.150034,-0.021876,0.206779,-0.022790,0.133194,-0.018605,0.200651,-0.105755,0.078098,0.193135,0.125325,-0.232161,-0.143146,-0.126701,0.135676,0.195970,-0.098131,-0.212887,-0.310931,0.142445,0.043329,-0.002534,-0.078097,0.169087,-0.147358,-0.220612,0.100593,-0.006083,-0.117413,0.017313,-0.101478,0.280556,-0.131615,0.164800,-0.190401,-0.122695,0.172159,0.157217,0.061745,-0.200921,-0.278014,-0.129054,0.272900,-0.111557,0.168345,0.144656,0.216616,-0.174088,-0.188725,0.176263,0.039220,-0.229375,-0.229468,-0.133419"
P0DP23,"0.226532,0.187299,0.272288,-0.264283,0.193341,0.220437,0.222948,-0.188372,0.211052,-0.261353,0.196641,0.230765,-0.230009,-0.208465,-0.222031,-0.260318,-0.238654,0.217047,-0.293847,-0.179114,-0.249343,0.249967,0.203530,0.193566,-0.180476,-0.191942,0.245285,0.220298,0.292662,-0.222759,-0.223550,-0.225765,0.282076,-0.188633,0.188794,0.220693,-0.245210,-0.214011,0.194403,-0.307132,0.212319,-0.224099,0.212677,-0.271256,0.207640,0.251948,-0.218001,-0.226007,-0.195961,0.224911,0.217398,0.296826,-0.228279,0.301388,-0.175725,-0.203897,-0.355178,0.191526,0.191730,-0.209008,-0.233704,0.231612,0.234991,0.199312"
P0DP25,"0.163092,0.207545,0.173162,-0.186205,0.196207,0.188546,0.208192,-0.203647,0.208186,-0.176796,0.204018,0.175205,-0.201186,-0.164845,-0.201331,-0.169212,-0.225245,0.173342,-0.166205,-0.204948,-0.184746,0.200827,0.205180,0.192492,-0.194070,-0.211122,0.179731,0.197339,0.177580,-0.188632,-0.183891,-0.153408,0.154802,-0.201984,0.205023,0.206573,-0.205504,-0.179240,0.206525,-0.158067,0.177903,-0.224922,0.194251,-0.183171,0.207703,0.201439,-0.214482,-0.200905,-0.195188,0.213819,0.213227,0.154241,-0.202137,0.151857,-0.212918,-0.204483,-0.158426,0.194428,0.210865,-0.198006,-0.180871,0.200118,0.201210,0.184201"
P18405,"0.163814,0.207913,0.173986,-0.186748,0.196498,0.188831,0.208603,-0.204058,0.208487,-0.177165,0.204342,0.175884,-0.201359,-0.165459,-0.201605,-0.169401,-0.225410,0.173895,-0.166777,-0.205037,-0.185103,0.201116,0.205510,0.192683,-0.194212,-0.211274,0.179910,0.197828,0.178596,-0.188776,-0.184214,-0.153688,0.155123,-0.202190,0.205119,0.206858,-0.205823,-0.179923,0.206856,-0.158756,0.178310,-0.225555,0.194591,-0.183612,0.208046,0.201655,-0.214690,-0.201402,-0.195379,0.214045,0.213377,0.154601,-0.202328,0.152773,-0.213314,-0.204771,-0.159022,0.194560,0.211146,-0.198270,-0.181478,0.200873,0.201722,0.184566"
P31213,"0.255454,0.197043,0.288816,-0.266820,0.218003,0.220242,0.210883,-0.200803,0.198011,-0.255295,0.215161,0.262361,-0.238707,-0.221391,-0.237413,-0.258404,-0.244670,0.203396,-0.310262,-0.184990,-0.241943,0.232331,0.214335,0.203692,-0.190220,-0.193735,0.239035,0.214404,0.287518,-0.231420,-0.222282,-0.223708,0.284208,-0.192822,0.206581,0.204447,-0.249396,-0.222947,0.197346,-0.267710,0.233559,-0.223078,0.208951,-0.243342,0.205764,0.251135,-0.243353,-0.235519,-0.201261,0.218715,0.208402,0.288414,-0.216084,0.289193,-0.193949,-0.215793,-0.358174,0.183673,0.204750,-0.199081,-0.242008,0.235972,0.246611,0.199856"
P37288,"0.200227,0.204726,0.206409,-0.211844,0.206570,0.192556,0.201091,-0.200401,0.202176,-0.204986,0.200588,0.209459,-0.209322,-0.201155,-0.215359,-0.197793,-0.214190,0.189064,-0.213310,-0.199488,-0.198903,0.210704,0.209369,0.202254,-0.187977,-0.207861,0.199173,0.203527,0.221862,-0.205837,-0.189736,-0.189337,0.204367,-0.198973,0.205957,0.200395,-0.222646,-0.199387,0.200159,-0.199436,0.198897,-0.218143,0.194612,-0.218196,0.207149,0.205591,-0.221788,-0.207137,-0.193926,0.212736,0.208151,0.200813,-0.210044,0.197918,-0.206420,-0.206034,-0.227706,0.189921,0.208913,-0.204019,-0.207289,0.226970,0.219747,0.203333"
Q9UK17,"0.163092,0.207545,0.173162,-0.186205,0.196207,0.188546,0.208192,-0.203647,0.208186,-0.176796,0.204018,0.175205,-0.201186,-0.164845,-0.201331,-0.169212,-0.225245,0.173342,-0.166205,-0.204948,-0.184746,0.200827,0.205180,0.192492,-0.194070,-0.211122,0.179731,0.197339,0.177580,-0.188632,-0.183891,-0.153408,0.154802,-0.201984,0.205023,0.206573,-0.205504,-0.179240,0.206525,-0.158067,0.177903,-0.224922,0.194251,-0.183171,0.207703,0.201439,-0.214482,-0.200905,-0.195188,0.213819,0.213227,0.154241,-0.202137,0.151857,-0.212918,-0.204483,-0.158426,0.194428,0.210865,-0.198006,-0.180871,0.200118,0.201210,0.184201"
Q09428,"0.159618,0.204766,0.169068,-0.185446,0.192598,0.186414,0.206116,-0.203494,0.207544,-0.173177,0.202552,0.173466,-0.198249,-0.162570,-0.197206,-0.163372,-0.225482,0.168498,-0.164635,-0.203002,-0.184058,0.199062,0.204084,0.191628,-0.190614,-0.211079,0.174202,0.197005,0.172508,-0.187566,-0.180718,-0.149026,0.146578,-0.199426,0.201960,0.203947,-0.204151,-0.173957,0.203689,-0.150232,0.171032,-0.220016,0.192975,-0.178110,0.203819,0.201753,-0.212567,-0.200301,-0.193587,0.210000,0.209073,0.153183,-0.200596,0.147472,-0.209641,-0.201434,-0.155456,0.191033,0.206083,-0.196526,-0.175558,0.196300,0.197796,0.182945"
Q06203,"0.174350,0.235927,0.287657,-0.242387,0.214075,0.233862,0.257682,-0.227791,0.251051,-0.257426,0.241590,0.229210,-0.268688,-0.166092,-0.249334,-0.221340,-0.318741,0.231265,-0.368991,-0.221078,-0.265412,0.258822,0.246074,0.212038,-0.228331,-0.254580,0.239310,0.232905,0.380771,-0.234537,-0.239322,-0.205226,0.294380,-0.236208,0.238935,0.243542,-0.254668,-0.225712,0.224833,-0.297143,0.249995,-0.313448,0.223087,-0.260725,0.236562,0.302161,-0.275002,-0.266864,-0.215762,0.292430,0.286405,0.271936,-0.268113,0.373465,-0.216899,-0.237541,-0.392167,0.241370,0.255060,-0.234559,-0.254418,0.273975,0.235163,0.192492"
P00747,"0.210470,-0.312090,0.072971,-0.118530,-0.088420,-0.194532,-0.295823,0.227736,-0.287845,0.137428,-0.136207,0.052988,0.226765,-0.109564,0.175778,0.049046,0.231362,-0.186737,-0.138008,0.287045,0.107918,-0.238535,-0.167626,-0.113714,0.317684,0.236639,-0.184969,-0.176260,-0.038979,0.052178,0.213644,0.029166,-0.019295,0.315733,-0.191387,-0.263826,0.008343,0.124113,-0.295079,0.249096,-0.023375,0.346743,-0.192111,0.132817,-0.334445,-0.184550,0.136679,0.213511,0.202105,-0.397850,-0.364998,0.108256,0.237377,-0.148676,0.235345,0.155483,-0.154025,-0.332320,-0.327692,0.181450,0.167160,-0.058782,-0.055580,-0.036435"
O00763,"0.191010,0.142339,0.195640,-0.181751,0.162955,0.152631,0.135421,-0.141772,0.129624,-0.175612,0.144924,0.189085,-0.159321,-0.197913,-0.173793,-0.199304,-0.136414,0.159318,-0.187668,-0.141413,-0.159987,0.162761,0.154905,0.159333,-0.135157,-0.139498,0.174494,0.150202,0.172016,-0.168462,-0.160456,-0.180890,0.207042,-0.142458,0.147885,0.145047,-0.171846,-0.166683,0.145349,-0.177790,0.178623,-0.150752,0.148655,-0.191474,0.143260,0.146398,-0.162755,-0.155671,-0.145929,0.141933,0.141207,0.176888,-0.152375,0.185977,-0.149743,-0.148951,-0.199828,0.130014,0.153029,-0.145894,-0.179267,0.178957,0.171129,0.167681"
P41180,"0.173383,0.176521,0.165584,-0.179907,0.188014,0.168778,0.179282,-0.173446,0.181759,-0.162099,0.185194,0.163351,-0.179703,-0.161108,-0.179748,-0.159821,-0.185119,0.165885,-0.164023,-0.176506,-0.165786,0.170413,0.177753,0.173669,-0.170690,-0.180059,0.162444,0.173608,0.178834,-0.175100,-0.160477,-0.148792,0.152319,-0.171858,0.185000,0.186348,-0.187536,-0.168141,0.175156,-0.142399,0.180885,-0.196056,0.173768,-0.167353,0.180889,0.169704,-0.189854,-0.170713,-0.169985,0.177104,0.185093,0.158949,-0.175080,0.132473,-0.188892,-0.186451,-0.163115,0.172740,0.182874,-0.178541,-0.164030,0.191707,0.194397,0.172477"
P15056,"-1.308649,-1.000500,-0.902479,0.962892,-0.910041,-0.851433,-0.931040,1.091494,-0.810107,0.354157,-1.217056,-0.802167,0.550076,0.931160,0.909100,0.632343,1.310406,-0.484361,0.379597,0.881618,0.791387,-0.567497,-1.265966,-0.914244,0.887714,1.060615,-0.589918,-0.690609,0.045188,0.927161,0.764291,0.519354,0.016685,0.728814,-1.154542,-0.909944,1.204228,0.879777,-1.027091,0.027789,-0.629667,0.648026,-1.035318,0.242805,-0.694862,-1.000883,1.287595,0.886173,1.167745,-0.789908,-0.484579,-0.516442,0.322229,0.548783,1.227714,1.338831,-0.093599,-0.810435,-0.682127,0.803115,0.713360,-0.465694,-0.777464,-1.003123"
P05108,"0.164604,0.207896,0.174630,-0.187489,0.196526,0.189323,0.209038,-0.204065,0.209119,-0.177870,0.204714,0.176554,-0.201968,-0.165802,-0.202197,-0.170247,-0.226095,0.173760,-0.168373,-0.205448,-0.185712,0.201836,0.205489,0.193154,-0.194596,-0.211362,0.180775,0.198231,0.179035,-0.189201,-0.184739,-0.153656,0.155626,-0.202769,0.205401,0.207383,-0.206152,-0.180109,0.206948,-0.159648,0.178568,-0.225697,0.194988,-0.184483,0.208055,0.202634,-0.215540,-0.201977,-0.196023,0.214625,0.214040,0.155911,-0.202741,0.153303,-0.213085,-0.205442,-0.160567,0.194865,0.211464,-0.198789,-0.181238,0.200460,0.202183,0.184724"
P06213,"0.335374,-0.666484,0.110950,-0.045567,-0.256289,-0.394001,-0.622288,0.579129,-0.595522,0.232978,-0.429106,-0.018119,0.443246,-0.168074,0.305536,-0.001322,0.646570,-0.294372,-0.145695,0.601518,0.271496,-0.409558,-0.398837,-0.318494,0.626774,0.601275,-0.258743,-0.430113,0.035228,0.138285,0.445236,0.063455,0.141156,0.657112,-0.445780,-0.516115,0.211785,0.310774,-0.655190,0.331647,-0.037887,0.622115,-0.415583,0.119529,-0.632132,-0.535304,0.335996,0.474115,0.519896,-0.727209,-0.708277,0.184699,0.522580,-0.223656,0.488838,0.367169,-0.305592,-0.636070,-0.612427,0.443089,0.263777,-0.092128,-0.136121,-0.052512"
P04035,"0.177115,0.186870,0.180422,-0.184743,0.184700,0.181089,0.186500,-0.182061,0.186096,-0.183997,0.183614,0.182026,-0.189022,-0.181120,-0.194370,-0.186305,-0.192210,0.175099,-0.172478,-0.186862,-0.185563,0.194153,0.190705,0.183515,-0.177303,-0.187581,0.183950,0.186761,0.178780,-0.187402,-0.177600,-0.169479,0.178247,-0.184455,0.188950,0.191104,-0.194156,-0.176107,0.186225,-0.174628,0.180722,-0.203443,0.183005,-0.195103,0.188148,0.182323,-0.199043,-0.186949,-0.180509,0.190818,0.192160,0.170085,-0.188196,0.167071,-0.193607,-0.187690,-0.180279,0.177233,0.191909,-0.183986,-0.184265,0.197699,0.193654,0.185887"
P20711,"0.155026,0.180311,0.173626,-0.186698,0.179767,0.165213,0.179833,-0.179802,0.175534,-0.160594,0.182056,0.174363,-0.178133,-0.163880,-0.183592,-0.161032,-0.203645,0.155648,-0.173221,-0.176162,-0.164335,0.180322,0.179324,0.172714,-0.165410,-0.182892,0.166221,0.176503,0.169983,-0.169913,-0.170586,-0.153059,0.157042,-0.177604,0.177918,0.181008,-0.194793,-0.172925,0.185500,-0.152394,0.167454,-0.192507,0.167416,-0.172110,0.176760,0.187623,-0.189366,-0.183915,-0.174329,0.184106,0.185792,0.151520,-0.179826,0.158541,-0.183574,-0.179015,-0.161926,0.163814,0.185077,-0.171866,-0.167236,0.177000,0.176101,0.160125"
P53004,"0.130715,0.146975,0.168805,-0.148910,0.139926,0.139281,0.149570,-0.145059,0.146615,-0.158054,0.135112,0.142611,-0.153593,-0.134649,-0.149537,-0.143832,-0.148026,0.152259,-0.167885,-0.137945,-0.157507,0.165478,0.139333,0.131124,-0.137015,-0.136967,0.147984,0.149844,0.186970,-0.144652,-0.150289,-0.149054,0.173040,-0.149513,0.137111,0.149272,-0.142793,-0.150489,0.148313,-0.176603,0.139104,-0.168786,0.139012,-0.168003,0.153920,0.154724,-0.142049,-0.158953,-0.134371,0.157790,0.161748,0.148621,-0.154891,0.196847,-0.135808,-0.128379,-0.186164,0.137406,0.152169,-0.142876,-0.160435,0.162595,0.139961,0.134507"
P48443,"-0.608842,-0.742921,-0.689937,0.759328,-0.789027,-0.687849,-0.915008,0.840124,-0.865814,0.236113,-1.067239,-0.387430,0.454514,0.508327,0.605107,0.263486,1.254207,-0.427186,0.273845,0.754465,0.771379,-0.574072,-0.907129,-0.581119,0.781578,0.811037,-0.423700,-0.642719,-0.191872,0.864606,0.660718,0.388021,0.045738,0.681162,-0.947319,-0.870218,0.895261,0.432747,-0.888472,-0.072325,-0.482054,0.517962,-0.801252,0.211738,-0.592839,-0.912129,0.813235,0.787467,0.874502,-0.768305,-0.569864,-0.456183,0.405166,0.372397,0.947089,0.796002,0.022830,-0.741294,-0.486133,0.681762,0.395822,-0.281907,-0.401205,-0.756785"
P78508,"0.145557,0.169440,0.148988,-0.151873,0.156550,0.146105,0.156000,-0.171463,0.149186,-0.130129,0.165712,0.151859,-0.148390,-0.139869,-0.154260,-0.133343,-0.186953,0.125598,-0.136942,-0.156611,-0.143897,0.141352,0.164303,0.156285,-0.149715,-0.168673,0.132138,0.149950,0.108575,-0.144910,-0.150146,-0.124923,0.101576,-0.156202,0.162392,0.149254,-0.175731,-0.156832,0.169049,-0.112913,0.134377,-0.157424,0.152890,-0.124452,0.155689,0.172595,-0.167194,-0.158455,-0.167929,0.161497,0.148234,0.111882,-0.143906,0.104230,-0.165228,-0.165278,-0.101899,0.143742,0.158354,-0.153636,-0.143532,0.140818,0.144130,0.140395"
Q92523,"0.154740,0.170582,0.160390,-0.160394,0.164113,0.156375,0.165365,-0.173009,0.164445,-0.148163,0.171384,0.155296,-0.161733,-0.149159,-0.163444,-0.146718,-0.184908,0.140937,-0.149870,-0.164250,-0.161089,0.160012,0.171383,0.163569,-0.156868,-0.173308,0.144259,0.159781,0.132578,-0.162916,-0.156811,-0.131650,0.121092,-0.161237,0.169729,0.166252,-0.177020,-0.151041,0.168471,-0.129350,0.142671,-0.173742,0.164559,-0.145346,0.166034,0.171135,-0.178409,-0.165638,-0.168443,0.167761,0.161891,0.134111,-0.157645,0.117387,-0.172474,-0.167080,-0.134153,0.154537,0.164326,-0.166258,-0.151105,0.162398,0.164285,0.160007"
P11509,"0.159021,0.204093,0.162749,-0.179170,0.193749,0.185803,0.204890,-0.200217,0.207046,-0.169865,0.200360,0.167284,-0.197016,-0.160541,-0.196506,-0.161290,-0.220356,0.171831,-0.159094,-0.201384,-0.177314,0.193881,0.200138,0.189694,-0.191697,-0.207292,0.172715,0.194224,0.174484,-0.183882,-0.178180,-0.147228,0.144381,-0.197319,0.200823,0.204829,-0.200464,-0.175745,0.201843,-0.147408,0.174706,-0.219396,0.192341,-0.175320,0.204041,0.196816,-0.208870,-0.197140,-0.190678,0.209759,0.208413,0.151711,-0.195445,0.140791,-0.209776,-0.202329,-0.145696,0.193425,0.207505,-0.193065,-0.174694,0.195638,0.196761,0.180477"
P55157,"0.080679,0.084762,0.012608,-0.067344,0.088752,0.090122,0.094788,-0.075253,0.118723,-0.055121,0.082204,0.054253,-0.097025,-0.045203,-0.091111,-0.056282,-0.060938,0.085813,-0.038316,-0.108115,-0.048014,0.080400,0.090329,0.090159,-0.106403,-0.093986,0.091141,0.087555,0.108934,-0.068068,-0.049114,-0.051252,0.065652,-0.091103,0.097277,0.094861,-0.050521,-0.075855,0.076836,-0.031459,0.107143,-0.107984,0.086699,-0.061608,0.100572,0.044259,-0.098823,-0.064508,-0.070363,0.088424,0.105178,0.070209,-0.094959,0.015677,-0.109111,-0.134336,-0.045355,0.113411,0.113761,-0.087446,-0.069001,0.095765,0.131289,0.092150"
P49840,"-0.570077,-0.561559,-0.509539,0.577415,-0.540976,-0.508599,-0.562209,0.654404,-0.495725,0.301837,-0.715116,-0.464707,0.320898,0.513455,0.354214,0.283862,0.711408,-0.410849,0.397564,0.502266,0.537399,-0.270561,-0.582622,-0.503427,0.543936,0.596348,-0.269522,-0.476798,-0.055940,0.526501,0.530690,0.433207,0.033979,0.480883,-0.597608,-0.514324,0.655830,0.540869,-0.603350,0.123876,-0.364914,0.232281,-0.586493,0.090355,-0.394287,-0.675910,0.507552,0.525617,0.686780,-0.381919,-0.323359,-0.417632,0.285098,0.019915,0.553402,0.550640,0.047686,-0.531326,-0.323886,0.526993,0.338043,-0.200570,-0.297457,-0.463143"
P51787,"0.281335,0.234393,0.298722,-0.241229,0.231097,0.219974,0.222942,-0.215998,0.222214,-0.251416,0.230398,0.250455,-0.243395,-0.247357,-0.257808,-0.254731,-0.263188,0.230936,-0.329502,-0.225377,-0.248351,0.231892,0.269020,0.245988,-0.225668,-0.245027,0.240541,0.217254,0.300455,-0.255047,-0.223264,-0.261281,0.287208,-0.231965,0.255069,0.224271,-0.266991,-0.259397,0.227939,-0.265787,0.269335,-0.271773,0.229106,-0.263765,0.213456,0.258759,-0.289016,-0.235096,-0.227657,0.261613,0.254905,0.248213,-0.230338,0.288667,-0.234414,-0.256194,-0.290515,0.231871,0.254914,-0.246336,-0.268143,0.292728,0.233214,0.240984"
Q06278,"0.251031,0.224450,0.288518,-0.275567,0.250710,0.223220,0.226075,-0.230454,0.234781,-0.244126,0.248937,0.275718,-0.244828,-0.258058,-0.270409,-0.260785,-0.280400,0.228338,-0.341921,-0.226537,-0.256024,0.246534,0.246157,0.248067,-0.222314,-0.249888,0.260269,0.254733,0.343467,-0.248078,-0.236647,-0.255555,0.286290,-0.231439,0.243417,0.254639,-0.282021,-0.264979,0.240139,-0.290737,0.295185,-0.301625,0.224199,-0.288033,0.222073,0.262119,-0.264126,-0.232787,-0.235062,0.257223,0.265605,0.288076,-0.251100,0.279644,-0.250759,-0.258565,-0.352064,0.230650,0.254108,-0.236223,-0.276465,0.295191,0.255002,0.244907"
O43451,"0.148260,-0.023327,0.023801,-0.015911,0.002724,0.076249,-0.017031,0.020047,0.008048,-0.049038,-0.019564,0.057306,-0.007565,-0.082146,-0.013755,-0.087187,0.112580,0.063230,-0.024616,-0.017183,-0.054549,0.008586,0.021650,0.035731,-0.051134,0.022530,0.088563,0.005639,0.018449,-0.057094,-0.031546,-0.119242,0.098410,0.003434,0.011764,-0.019435,0.070098,-0.019476,-0.030337,-0.044685,0.073984,0.102372,0.051809,-0.015934,-0.028747,-0.041981,0.010464,0.002089,-0.015473,-0.032898,-0.065997,0.143846,0.019317,0.011746,0.010067,-0.042911,-0.078266,0.036627,-0.032689,-0.001998,-0.059464,-0.030532,0.034080,0.095466"
P12235,"0.115409,0.121268,0.139880,-0.134703,0.134306,0.110425,0.126888,-0.119417,0.131284,-0.117954,0.136169,0.127248,-0.130027,-0.113164,-0.133109,-0.108117,-0.167561,0.096091,-0.140829,-0.121891,-0.118195,0.127870,0.136478,0.121285,-0.111877,-0.132033,0.107031,0.124193,0.142161,-0.133041,-0.110911,-0.094691,0.108717,-0.120646,0.135142,0.129610,-0.152165,-0.106000,0.125432,-0.102069,0.129196,-0.159261,0.120118,-0.128036,0.120970,0.135918,-0.151224,-0.127681,-0.116115,0.141028,0.139177,0.100802,-0.130276,0.109219,-0.139074,-0.128675,-0.125336,0.109123,0.132466,-0.129680,-0.115847,0.150585,0.132227,0.121177"
P15121,"0.649986,0.471245,0.790590,-0.607829,0.492871,0.448694,0.490188,-0.437344,0.459411,-0.606975,0.484148,0.642570,-0.515864,-0.570779,-0.560235,-0.539907,-0.617996,0.461109,-0.898219,-0.422514,-0.568074,0.542159,0.530829,0.517713,-0.413967,-0.495791,0.552802,0.554039,0.903930,-0.516326,-0.469997,-0.634249,0.709546,-0.447185,0.512010,0.475038,-0.626747,-0.653662,0.456538,-0.878800,0.588616,-0.571066,0.462329,-0.663867,0.457002,0.627699,-0.610501,-0.482656,-0.460228,0.561188,0.558020,0.789071,-0.490518,0.736982,-0.454450,-0.539988,-1.006082,0.473963,0.501844,-0.521138,-0.635784,0.658738,0.547685,0.509104"
P37088,"0.197817,0.174673,0.201870,-0.206585,0.191725,0.174524,0.169710,-0.174662,0.168813,-0.191377,0.177688,0.208237,-0.193592,-0.201191,-0.206271,-0.202420,-0.179283,0.175490,-0.202969,-0.174604,-0.176842,0.196375,0.184825,0.189537,-0.163882,-0.181671,0.194200,0.184328,0.209700,-0.187354,-0.175431,-0.185480,0.216447,-0.173912,0.176708,0.181108,-0.199044,-0.188548,0.175468,-0.187313,0.201059,-0.196462,0.171819,-0.211440,0.180789,0.174168,-0.198854,-0.185771,-0.168476,0.180683,0.183015,0.189890,-0.193648,0.200386,-0.185276,-0.188602,-0.226453,0.159707,0.189874,-0.180475,-0.199105,0.214315,0.208913,0.188238"
P51168,"0.163092,0.207545,0.173162,-0.186205,0.196207,0.188546,0.208192,-0.203647,0.208186,-0.176796,0.204018,0.175205,-0.201186,-0.164845,-0.201331,-0.169212,-0.225245,0.173342,-0.166205,-0.204948,-0.184746,0.200827,0.205180,0.192492,-0.194070,-0.211122,0.179731,0.197339,0.177580,-0.188632,-0.183891,-0.153408,0.154802,-0.201984,0.205023,0.206573,-0.205504,-0.179240,0.206525,-0.158067,0.177903,-0.224922,0.194251,-0.183171,0.207703,0.201439,-0.214482,-0.200905,-0.195188,0.213819,0.213227,0.154241,-0.202137,0.151857,-0.212918,-0.204483,-0.158426,0.194428,0.210865,-0.198006,-0.180871,0.200118,0.201210,0.184201"
P51170,"0.177221,0.190337,0.183646,-0.194130,0.191701,0.179233,0.186640,-0.188180,0.186037,-0.181345,0.188614,0.190495,-0.196307,-0.179845,-0.204440,-0.183025,-0.200255,0.171837,-0.179172,-0.188274,-0.177438,0.198622,0.194509,0.190677,-0.177504,-0.196263,0.186205,0.188925,0.190036,-0.184998,-0.177570,-0.167576,0.183941,-0.186165,0.188593,0.194312,-0.199177,-0.182881,0.189677,-0.172517,0.185702,-0.210670,0.181010,-0.195667,0.193440,0.184845,-0.206746,-0.192572,-0.180132,0.196832,0.197099,0.168694,-0.196740,0.173806,-0.198635,-0.197019,-0.191864,0.175160,0.199134,-0.187660,-0.190169,0.204203,0.204313,0.183820"
P51172,"0.111417,0.174423,0.122561,-0.091520,0.127060,0.162682,0.173171,-0.162646,0.171369,-0.144766,0.148470,0.101141,-0.144935,-0.114464,-0.147316,-0.137611,-0.161439,0.144546,-0.075648,-0.169632,-0.167977,0.163279,0.172761,0.148817,-0.171832,-0.157971,0.143734,0.143880,0.062972,-0.154771,-0.160984,-0.111231,0.093090,-0.161924,0.168291,0.174870,-0.124158,-0.108759,0.161631,-0.138452,0.092265,-0.169615,0.175022,-0.128334,0.172640,0.142380,-0.166193,-0.156845,-0.170043,0.176542,0.158071,0.097531,-0.133354,0.070439,-0.171014,-0.147643,-0.071816,0.174783,0.152696,-0.158053,-0.136627,0.116638,0.133613,0.163585"
P05129,"-0.086773,-0.061925,-0.023567,0.055126,-0.057567,-0.028756,-0.048964,0.088039,-0.040234,-0.064245,-0.104679,-0.017900,-0.009155,0.019370,0.015122,-0.040549,0.114982,0.023426,-0.022225,0.041935,0.014407,0.033207,-0.081218,-0.043557,0.050874,0.077921,0.034386,-0.011795,0.096142,0.034540,0.017558,-0.023814,0.142953,0.024269,-0.082005,-0.042034,0.090112,0.051332,-0.069388,-0.115396,0.003916,-0.006234,-0.060601,-0.098372,-0.011520,-0.083790,0.081254,0.034540,0.090895,-0.020263,0.014980,0.014464,-0.039270,0.183670,0.082861,0.105862,-0.130416,-0.039647,-0.006601,0.035119,-0.003957,0.034721,-0.010450,-0.031842"
P06280,"0.208318,0.178939,0.226391,-0.195233,0.186084,0.182276,0.179922,-0.176259,0.170128,-0.202701,0.173154,0.206214,-0.187180,-0.208143,-0.194728,-0.202663,-0.166962,0.189580,-0.201780,-0.170447,-0.191011,0.197639,0.187154,0.182501,-0.166774,-0.172201,0.192397,0.186827,0.216997,-0.186970,-0.180483,-0.191659,0.206286,-0.174200,0.174710,0.181478,-0.188392,-0.189821,0.172633,-0.205731,0.191982,-0.196663,0.184581,-0.209310,0.185523,0.174460,-0.191347,-0.190353,-0.168254,0.178916,0.175730,0.193967,-0.177256,0.206085,-0.187697,-0.175600,-0.220862,0.165287,0.180456,-0.182038,-0.201089,0.221125,0.199922,0.200684"
